time/time_elapsed,time/iterations,custom/max_height,rollout/ep_len_mean,rollout/ep_rew_mean,custom/current_screen,time/fps,time/total_timesteps,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/policy_gradient_loss
68072,423,442.0,8.81,220.31465506,2,0,54144,6.86869e-05,2570.13916015625,0.0,2109,0.0001,-0.08176482692360879,-7.486343383789062e-05,0.2,5058.30419921875,-0.0003553913906216621
68241,424,538.0,8.81,220.31465506,2,0,54272,0.0014036787,3671.15625,0.00625,2114,0.0001,-0.09590126425027848,2.6226043701171875e-06,0.2,7101.656201171875,-0.0030412254855036736
68408,425,442.0,8.91,227.00152375000002,2,0,54400,3.1393953e-05,2452.84228515625,0.0,2119,0.0001,-0.08460460007190704,-8.344650268554688e-05,0.2,4829.938330078125,-0.0003302205353975296
68577,426,538.0,8.9,227.00707930000002,2,0,54528,0.0007302407,2550.041748046875,0.003125,2124,0.0001,-0.11026999354362488,-0.00020074844360351562,0.2,5094.39375,-0.003112960886210203
68746,427,442.0,8.99,226.96504814,2,0,54656,0.0002013729,2563.738525390625,0.0015625,2129,0.0001,-0.08976665586233139,-4.124641418457031e-05,0.2,4796.57451171875,0.0002732539549469948
68910,428,442.0,8.94,223.61227036,2,0,54784,0.0024710177,2487.643310546875,0.0046875,2134,0.0001,-0.11577541157603263,0.06946772336959839,0.2,4735.13515625,-0.005659096874296665
69077,429,490.0,9.02,220.38970139,2,0,54912,0.03058206,2787.021728515625,0.022569444444444444,2139,0.0001,-0.11916617386870915,1.245737075805664e-05,0.2,5334.307671440973,-0.008416267111897469
69240,430,442.0,8.98,220.17131250000003,2,0,55040,0.00021115923,2366.3984375,0.0,2144,0.0001,-0.10685698837041854,0.03299635648727417,0.2,4727.258471679687,-0.003903402015566826
69407,431,442.0,9.02,220.13722159000005,2,0,55168,0.006210416,3188.344482421875,0.009375,2149,0.0001,-0.08129199966788292,-3.6835670471191406e-05,0.2,5595.8712890625,-0.006260090693831444
69574,432,626.0,9.01,220.1483327,2,0,55296,6.27907e-05,2434.70361328125,0.0,2154,0.0001,-0.09494363963603973,-2.110004425048828e-05,0.2,4783.184521484375,0.0002593804616481066
69743,433,650.0,9.08,220.10313069000003,2,0,55424,1.3915356e-05,2357.345947265625,0.0,2159,0.0001,-0.07275635749101639,-6.0439109802246094e-05,0.2,4745.627099609375,-0.0001630336046218872
69908,434,490.0,9.04,210.78227296999998,2,0,55552,0.00024130801,2084.563720703125,0.0,2164,0.0001,-0.11336981654167175,0.029057800769805908,0.2,4160.599072265625,-0.0016274925321340561
70073,435,442.0,9.14,210.70925710000006,2,0,55680,0.015119646,5688.185546875,0.03125,2169,0.0001,-0.1203665405511856,1.1980533599853516e-05,0.2,9207.773388671874,-0.010953103378415107
70235,436,442.0,9.21,214.03652448,2,0,55808,0.0016208678,2358.2392578125,0.015625,2174,0.0001,-0.13196134716272354,0.00020432472229003906,0.2,4629.34658203125,-0.0023843922652304174
70400,437,442.0,9.14,214.36880226000002,2,0,55936,0.00014375988,3191.94580078125,0.0,2179,0.0001,-0.1185448944568634,2.2649765014648438e-06,0.2,6855.902197265625,-0.001347525231540203
70564,438,442.0,9.13,214.36955983999997,2,0,56064,0.0008210968,3458.1904296875,0.0046875,2184,0.0001,-0.1126442439854145,4.470348358154297e-06,0.2,6952.268212890625,-0.0034212388563901186
70728,439,442.0,9.19,211.16080226000003,2,0,56192,5.89001e-05,2272.841552734375,0.0,2189,0.0001,-0.1069879375398159,7.891654968261719e-05,0.2,4623.604833984375,-0.00015260940417647362
70894,440,442.0,9.13,211.19767094000005,2,0,56320,0.00044079777,2912.6181640625,0.0015625,2194,0.0001,-0.11185074672102928,1.3709068298339844e-06,0.2,6447.0953125,-0.004524835757911206
71060,441,626.0,9.21,216.75763585,2,0,56448,7.844064e-06,2247.980712890625,0.0,2199,0.0001,-0.10488610491156578,-3.6835670471191406e-05,0.2,4515.702392578125,-0.00032992525957524775
71220,442,442.0,9.15,216.78065172000004,2,0,56576,0.0006418205,2766.164306640625,0.003125,2204,0.0001,-0.1092020995914936,0.0005476474761962891,0.2,5017.09658203125,-0.0057472531683743
71390,443,442.0,9.15,216.80208029000002,2,0,56704,5.8723148e-05,2333.89697265625,0.0,2209,0.0001,-0.09482334777712823,-1.8596649169921875e-05,0.2,4679.912646484375,-0.00043136309832334516
71559,444,442.0,9.22,222.95055892000005,2,0,56832,0.00038427068,2195.414794921875,0.0015625,2214,0.0001,-0.12526581883430482,0.00027686357498168945,0.2,4337.481396484375,-0.004093609284609556
71728,445,650.0,9.25,219.81755892,2,0,56960,0.00084307976,2160.563720703125,0.003125,2219,0.0001,-0.12361419722437858,0.00010979175567626953,0.2,4362.6357421875,-0.0042049274779856205
71895,446,442.0,9.31,219.79887206,2,0,57088,0.0003487612,3463.24267578125,0.0015625,2224,0.0001,-0.10098325684666634,1.1742115020751953e-05,0.2,6514.95224609375,-0.0020045818760991096
72062,447,442.0,9.32,219.80357292,2,0,57216,0.0023667621,3703.7109375,0.009375,2229,0.0001,-0.11696096733212472,-0.0005602836608886719,0.2,5955.3427734375,-0.0041942567564547065
72227,448,538.0,9.16,223.65094134000006,2,0,57344,0.00087037915,2188.181396484375,0.0046875,2234,0.0001,-0.12106064110994338,0.004155516624450684,0.2,4285.811865234375,-0.004784846119582653
72394,449,626.0,9.17,223.63427467000005,2,0,57472,0.00029420108,2093.13427734375,0.0015625,2239,0.0001,-0.11500613465905189,2.7894973754882812e-05,0.2,4230.43134765625,-0.0003393662394955754
72563,450,650.0,9.25,223.56125879999996,2,0,57600,5.3190626e-05,2033.982421875,0.0,2244,0.0001,-0.11571182012557983,2.473592758178711e-05,0.2,4066.4588134765627,-0.001302044140174985
72729,451,626.0,9.26,220.45272461000002,2,0,57728,0.00044125132,1855.3759765625,0.0,2249,0.0001,-0.13159788697957991,0.0002003312110900879,0.2,3712.99921875,-0.0026291606947779654
72887,452,442.0,9.2,217.13328017,2,0,57856,0.0004245811,3133.439453125,0.0015625,2254,0.0001,-0.1260206840932369,0.00020396709442138672,0.2,6199.05732421875,-0.0025669600581750274
73052,453,490.0,9.11,223.41316905000002,2,0,57984,0.0029523904,2778.02880859375,0.0125,2259,0.0001,-0.12835993468761445,-1.2159347534179688e-05,0.2,4807.042431640625,-0.0031453824136406182
73219,454,650.0,9.19,223.32791263999997,2,0,58112,0.0015256912,1958.465087890625,0.0109375,2264,0.0001,-0.1311169907450676,0.00014591217041015625,0.2,4070.418994140625,-0.0002080831676721573
73390,455,442.0,9.45,223.15330064000003,2,0,58240,0.0003087069,1884.5262451171875,0.0,2269,0.0001,-0.153935244679451,3.4868717193603516e-05,0.2,3738.3081298828124,-0.0012509212363511323
73557,456,626.0,9.41,220.11830064000003,2,0,58368,0.00395931,1680.2476806640625,0.0140625,2274,0.0001,-0.16860221624374389,-0.020215392112731934,0.2,3280.1826171875,-0.010115596652030944
73720,457,442.0,9.35,220.17187207000003,2,0,58496,0.00044874614,2867.02099609375,0.0015625,2279,0.0001,-0.128303412348032,1.138448715209961e-05,0.2,5662.471435546875,-0.003499006386846304
73887,458,650.0,9.21,220.01538794,2,0,58624,0.000110031106,2021.323486328125,0.0,2284,0.0001,-0.13677261620759965,0.00032079219818115234,0.2,4164.38359375,-0.000590544193983078
74056,459,650.0,9.22,220.02848318000005,2,0,58752,0.004039625,2207.7197265625,0.0140625,2289,0.0001,-0.1461723543703556,1.1742115020751953e-05,0.2,4508.519750976562,-0.00931961857713759
74221,460,490.0,9.31,217.09142646,2,0,58880,0.00034244033,1832.0389404296875,0.0,2294,0.0001,-0.12108270302414895,5.793571472167969e-05,0.2,3823.3784423828124,-0.0013196003623306752
74389,461,538.0,9.43,217.00778967000002,2,0,59008,0.0041732057,2620.1826171875,0.021875,2299,0.0001,-0.14039010256528855,-0.0002613067626953125,0.2,8242.08408203125,-0.009574872441589832
74554,462,538.0,9.23,217.12321363999996,2,0,59136,0.004485911,1585.3277587890625,0.015625,2304,0.0001,-0.15083594173192977,0.0003662705421447754,0.2,3217.218896484375,-0.001096973568201065
74717,463,650.0,9.22,217.07329056000003,2,0,59264,0.0013209111,1878.0323486328125,0.00625,2309,0.0001,-0.13117317482829094,7.903575897216797e-05,0.2,3777.868701171875,-0.0037620742805302143
74885,464,538.0,9.19,213.72249690999996,2,0,59392,0.0006374181,3412.942138671875,0.003125,2314,0.0001,-0.13765138387680054,3.635883331298828e-06,0.2,5857.682177734375,-0.00309065654873848
75050,465,442.0,9.29,216.99194135000002,2,0,59520,0.009877221,2202.828369140625,0.0234375,2319,0.0001,-0.16136541664600373,3.0219554901123047e-05,0.2,4037.6266845703126,-0.010174340941011906
75217,466,442.0,9.33,209.15886632,2,0,59648,0.0006688982,1774.1373291015625,0.0015625,2324,0.0001,-0.16072875559329985,0.0002346634864807129,0.2,3680.9658203125,-0.0019080836791545153
75384,467,538.0,9.33,212.26494324000006,2,0,59776,0.00045512756,3813.712646484375,0.0015625,2329,0.0001,-0.14172712713479996,0.08805239200592041,0.2,8859.162158203126,-0.002878888789564371
75548,468,626.0,9.05,206.0147503,2,0,59904,0.00092446106,1836.72802734375,0.0,2334,0.0001,-0.16103003397583962,1.2278556823730469e-05,0.2,3711.5440673828125,-0.002758154459297657
75714,469,442.0,8.93,202.75565939,2,0,60032,0.008540434,4312.05224609375,0.0265625,2339,0.0001,-0.15667207837104796,-4.887580871582031e-06,0.2,9313.9373046875,-0.009282770473510027
75879,470,442.0,9.0,205.85532605999998,2,0,60160,0.0033632014,2331.416259765625,0.0203125,2344,0.0001,-0.18615392744541168,3.415346145629883e-05,0.2,4207.554760742188,-0.005937890522181988
76046,471,538.0,9.04,209.1950086,2,0,60288,0.00046661776,1710.645263671875,0.0015625,2349,0.0001,-0.18529144674539566,0.00017571449279785156,0.2,3486.9876220703127,0.00011527659371495247
76207,472,490.0,8.94,206.11125102999998,2,0,60416,0.0005022427,1739.3638916015625,0.0015625,2354,0.0001,-0.15353968739509583,0.00045037269592285156,0.2,3607.8817626953123,-0.0017863087821751833
76368,473,442.0,8.76,210.67011970999997,2,0,60544,0.0022787484,1737.0999755859375,0.0078125,2359,0.0001,-0.16780839413404464,2.3484230041503906e-05,0.2,3903.2165283203126,-0.00821564644575119
76532,474,442.0,8.75,207.28206054999998,2,0,60672,0.008783035,2157.145263671875,0.0203125,2364,0.0001,-0.14620747417211533,-0.00011360645294189453,0.2,4040.427294921875,-0.010087892040610313
76701,475,626.0,8.79,216.85917166,2,0,60800,0.0006064987,2244.973876953125,0.003125,2369,0.0001,-0.14119450971484185,-7.867813110351562e-05,0.2,4373.24345703125,-0.0016717410646378994
76864,476,442.0,8.78,213.52104035,2,0,60928,0.00045232894,1775.6435546875,0.00625,2374,0.0001,-0.1398035079240799,-0.0003306865692138672,0.2,3563.60673828125,0.0006601707311347127
77032,477,490.0,8.75,213.54641220000002,2,0,61056,0.014243057,3039.26513671875,0.0203125,2379,0.0001,-0.13767104744911193,-4.9948692321777344e-05,0.2,6018.2779296875,-0.013230619952082634
77196,478,442.0,8.74,213.56030109,2,0,61184,0.001089239,1552.1285400390625,0.00625,2384,0.0001,-0.14269212186336516,0.0007941126823425293,0.2,3204.2385498046874,-0.002264165785163641
77360,479,442.0,8.82,213.54439199999996,2,0,61312,0.00017555663,1760.1951904296875,0.0,2389,0.0001,-0.13149151876568793,0.000920712947845459,0.2,3678.3638427734377,-6.199865601956845e-05
77527,480,442.0,8.91,216.86500195,2,0,61440,0.0009553293,2780.883056640625,0.003125,2394,0.0001,-0.14070305675268174,-2.86102294921875e-06,0.2,5674.19150390625,-0.005018334835767746
77695,481,650.0,9.15,217.15679372000002,2,0,61568,4.6000816e-05,1692.4300537109375,0.0,2399,0.0001,-0.1510143384337425,-0.00046503543853759766,0.2,3432.937646484375,0.0003115266561508179
77862,482,442.0,9.16,217.15401594,2,0,61696,0.0014489307,2577.70166015625,0.00625,2404,0.0001,-0.13600767776370049,0.18006080389022827,0.2,4975.042138671875,-0.002391930017620325
78023,483,650.0,9.34,223.71831276000003,2,0,61824,0.00013497891,1755.8331298828125,0.0,2409,0.0001,-0.13900864124298096,-0.00037539005279541016,0.2,3477.5937744140624,-0.0007856838405132293
78188,484,626.0,9.2,220.46440555,2,0,61952,0.0006249775,1703.956298828125,0.0015625,2414,0.0001,-0.12593502774834633,-0.24228417873382568,0.2,3186.5684814453125,-0.0022646830417215823
78355,485,442.0,9.22,220.43662776999997,2,0,62080,0.0015496444,2695.923583984375,0.009375,2419,0.0001,-0.10964947119355202,-5.1856040954589844e-05,0.2,4381.8328857421875,-0.0029322647023946047
78526,486,442.0,9.26,223.52988418,2,0,62208,0.00038178544,1843.4564208984375,0.0015625,2424,0.0001,-0.11862163171172142,-0.0004513263702392578,0.2,3424.7587158203123,-0.0008301055058836937
78696,487,650.0,9.34,223.47279862000002,2,0,62336,0.00021152664,1665.0120849609375,0.0,2429,0.0001,-0.10179130584001542,-0.0003751516342163086,0.2,3278.6513671875,-0.0011758513748645783
78864,488,626.0,9.08,223.21509776,2,0,62464,0.0012485897,1422.13037109375,0.0078125,2434,0.0001,-0.10401871651411057,0.000699460506439209,0.2,2829.3070556640623,-0.0055077971890568735
79029,489,442.0,9.06,223.23454221,2,0,62592,0.008515744,1961.71337890625,0.0203125,2439,0.0001,-0.11856154799461364,-0.01632106304168701,0.2,3963.81943359375,-0.009282443672418594
79195,490,442.0,9.0,223.28135650000004,2,0,62720,5.615875e-05,1672.5023193359375,0.0,2444,0.0001,-0.09619884863495827,0.0005409717559814453,0.2,3355.1228515625,-0.00020536482334136962
79361,491,626.0,9.05,226.59878074,2,0,62848,0.0005195509,1690.9498291015625,0.003125,2449,0.0001,-0.09403897374868393,-0.00019085407257080078,0.2,3214.067578125,-0.004692355543375016
79521,492,626.0,9.0,222.88766962999998,2,0,62976,4.0146057e-05,1646.1248779296875,0.0,2454,0.0001,-0.10264307782053947,0.00034296512603759766,0.2,3176.8140869140625,-0.00017626304179430008
79687,493,538.0,8.97,222.91074655000003,2,0,63104,0.0005489737,3129.77734375,0.003125,2459,0.0001,-0.10618027523159981,-2.682209014892578e-05,0.2,5247.9678955078125,-0.004858502279967069
79856,494,490.0,8.86,222.99722216,2,0,63232,0.00062225945,1494.474853515625,0.0,2464,0.0001,-0.11459455713629722,0.10936594009399414,0.2,3010.1319580078125,-0.004295376501977444
80021,495,650.0,8.95,226.30277772000005,2,0,63360,0.0016466146,1504.4371337890625,0.009375,2469,0.0001,-0.11159253194928169,0.00016373395919799805,0.2,2997.1059326171876,-0.006995619740337133
80187,496,442.0,8.79,219.69166661000003,2,0,63488,3.7178397e-05,1539.2332763671875,0.0,2474,0.0001,-0.10971229895949364,0.00043517351150512695,0.2,3073.0242919921875,-0.00021135401912033557
80351,497,490.0,8.78,219.70555549999997,2,0,63616,0.002508644,2501.633544921875,0.0046875,2479,0.0001,-0.098946662992239,-3.886222839355469e-05,0.2,4471.3797607421875,-0.009859034325927496
80517,498,626.0,8.87,219.64215681,2,0,63744,0.00024080696,1564.909912109375,0.0,2484,0.0001,-0.10662850961089135,-0.00010836124420166016,0.2,3108.8941162109377,0.00038878945633769035
80687,499,538.0,8.96,223.31907989000004,2,0,63872,0.00078844884,1459.78515625,0.003125,2489,0.0001,-0.12303837537765502,-0.032674551010131836,0.2,2794.2271728515625,-0.003527434263378382
80850,500,538.0,8.85,216.92623141,2,0,64000,0.00041425042,1499.0408935546875,0.003125,2494,0.0001,-0.11241109818220138,-3.921985626220703e-05,0.2,2801.5802978515626,-0.0030951179563999177
81015,501,650.0,8.83,213.79878696,2,0,64128,0.005948865,3111.58251953125,0.009375,2499,0.0001,-0.12800965085625648,-7.3909759521484375e-06,0.2,6009.4958984375,-0.0085264652967453
81183,502,442.0,8.86,210.64078696,2,0,64256,0.001842001,2598.779296875,0.009375,2504,0.0001,-0.10670876950025558,-3.0994415283203125e-06,0.2,5352.4476318359375,-0.004826286714524031
81352,503,490.0,8.94,213.93800917999997,2,0,64384,0.0010516052,3419.81884765625,0.00625,2509,0.0001,-0.09817687720060349,-2.384185791015625e-07,0.2,5576.97060546875,-0.006102368980646133
81517,504,650.0,9.01,217.26300918,2,0,64512,0.0006421874,1450.0389404296875,0.00625,2514,0.0001,-0.12102286070585251,-4.780292510986328e-05,0.2,2899.5408935546875,0.0003305021673440933
81682,505,490.0,8.97,217.28672533,2,0,64640,0.00016337447,1409.0289306640625,0.0,2519,0.0001,-0.11247731074690819,-8.559226989746094e-05,0.2,2865.5850341796877,-0.0003541526384651661
81849,506,538.0,8.96,217.27924669,2,0,64768,0.000118356664,1368.2052001953125,0.0,2524,0.0001,-0.11508370488882065,-0.002578139305114746,0.2,2659.085546875,-0.0008548772893846035
82012,507,442.0,9.0,223.74987295,2,0,64896,2.8112903e-05,1316.7027587890625,0.0,2529,0.0001,-0.10169864445924759,-1.9669532775878906e-05,0.2,2740.91513671875,3.933403640985489e-05
82177,508,442.0,9.0,223.76568492,2,0,65024,0.0002510692,1504.0892333984375,0.0015625,2534,0.0001,-0.1067011073231697,-8.90493392944336e-05,0.2,2963.413037109375,-0.000637335516512394
82341,509,442.0,9.03,226.84868492000004,2,0,65152,0.0014151018,2383.6669921875,0.00625,2539,0.0001,-0.11784538924694062,-2.7418136596679688e-06,0.2,5306.981005859375,-0.004424224235117435
82502,510,442.0,9.05,220.60290714000007,2,0,65280,0.00010337401,1390.421630859375,0.0,2544,0.0001,-0.10459455549716949,0.0002409219741821289,0.2,2758.152294921875,0.00011191731318831444
82672,511,442.0,9.04,220.61881623000002,2,0,65408,0.0017971308,4084.858642578125,0.0140625,2549,0.0001,-0.1293477825820446,-2.0265579223632812e-06,0.2,7130.54541015625,-0.006242428719997406
82835,512,442.0,8.97,220.68905432999998,2,0,65536,0.00027274527,1547.2447509765625,0.0,2554,0.0001,-0.13067968636751176,-3.170967102050781e-05,0.2,2906.0927001953123,-0.0010692426934838296
83011,513,442.0,9.08,217.03627900000004,2,0,65664,5.2209012e-05,1424.867919921875,0.0,2559,0.0001,-0.131082583963871,0.00016802549362182617,0.2,2757.4689208984373,-0.001149107702076435
83179,514,650.0,9.08,217.03627900000004,2,0,65792,0.0007037516,3080.225830078125,0.003125,2564,0.0001,-0.1401197388768196,0.20141923427581787,0.2,6379.45087890625,-0.002838389854878187
83346,515,650.0,9.08,220.14983455,2,0,65920,3.6553945e-05,1323.18505859375,0.0,2569,0.0001,-0.09230294302105904,-0.00031936168670654297,0.2,2685.12958984375,0.001362114120274782
83511,516,490.0,9.12,216.81837522,2,0,66048,6.203912e-05,1247.7718505859375,0.0,2574,0.0001,-0.13624899685382844,0.0006240010261535645,0.2,2557.0726806640623,-0.00042565874755382536
83680,517,650.0,9.16,223.00496496999997,2,0,66176,0.000610108,2447.5234375,0.003125,2579,0.0001,-0.10089972168207169,-0.07356631755828857,0.2,5003.2015625,-0.003765198215842247
83846,518,490.0,9.18,222.97794477,2,0,66304,0.00019803783,1121.7489013671875,0.0,2584,0.0001,-0.12867334634065627,0.0005223751068115234,0.2,2346.48330078125,-0.0009210140444338322
84014,519,490.0,9.18,219.61326223000006,2,0,66432,0.00032793498,1278.8868408203125,0.0015625,2589,0.0001,-0.11229452565312385,0.00036919116973876953,0.2,2624.4816162109373,-3.0432455241680144e-05
84177,520,538.0,9.24,223.16379398,2,0,66560,0.023739677,1583.2796630859375,0.0203125,2594,0.0001,-0.11560283228754997,-0.05375969409942627,0.2,3335.31044921875,-0.009973890334367751
84345,521,442.0,9.18,220.1038709,2,0,66688,0.0005282797,1343.7802734375,0.0015625,2599,0.0001,-0.10064518824219704,-1.2017536163330078,0.2,2836.1371337890623,-0.005454828287474811
84508,522,442.0,9.23,220.04553757000002,2,0,66816,0.000688829,3197.74072265625,0.0046875,2604,0.0001,-0.10967947766184807,4.76837158203125e-06,0.2,5329.229321289063,-0.004021876864135266
84672,523,650.0,9.19,220.32603873000005,2,0,66944,0.00015812181,1205.0386962890625,0.0,2609,0.0001,-0.1037017598748207,-0.00015234947204589844,0.2,2521.778271484375,-0.00047217775136232376
84838,524,442.0,9.13,220.35594683000002,2,0,67072,0.0004955265,2399.614501953125,0.0015625,2614,0.0001,-0.11038545593619346,-8.58306884765625e-06,0.2,4601.7423828125,-0.004373341798782349
85005,525,442.0,9.14,220.34407814000002,2,0,67200,0.0019932901,1087.3170166015625,0.0078125,2619,0.0001,-0.12445845380425453,0.00040394067764282227,0.2,2319.9619384765624,-0.005649606650695205
85168,526,626.0,9.14,217.21107814000004,2,0,67328,5.9425365e-05,1148.6771240234375,0.0,2624,0.0001,-0.08732163533568382,-9.965896606445312e-05,0.2,2439.9559814453123,0.00012350529432296752
85338,527,650.0,9.02,220.64381623,2,0,67456,0.002088863,2451.018310546875,0.009375,2629,0.0001,-0.09548550769686699,-2.2649765014648438e-06,0.2,5146.109228515625,-0.004799292515963316
85503,528,538.0,9.09,223.68792734000007,2,0,67584,0.00010111043,1142.119384765625,0.0,2634,0.0001,-0.09361842647194862,1.615285873413086e-05,0.2,2276.085693359375,-0.0007961940951645375
85672,529,442.0,9.16,223.61491146,2,0,67712,0.0015632166,1079.1767578125,0.00625,2639,0.0001,-0.10535962283611297,0.0001786947250366211,0.2,2263.3910888671876,-0.0015053086914122104
85844,530,538.0,9.17,223.34713368999996,2,0,67840,0.0005601803,1150.8165283203125,0.003125,2644,0.0001,-0.09068550318479537,0.0002155900001525879,0.2,2230.7385986328127,-0.00326022170484066
86011,531,538.0,9.16,223.34439199,2,0,67968,0.0015086588,1134.088623046875,0.009375,2649,0.0001,-0.10006330236792564,0.00013375282287597656,0.2,2614.6674194335938,-0.008817734383046626
86175,532,538.0,9.12,223.38615578,2,0,68096,0.00026389258,1159.153564453125,0.0,2654,0.0001,-0.09835658520460129,-7.56978988647461e-05,0.2,2242.733251953125,0.0005251247435808182
86344,533,442.0,9.08,226.55324669000004,2,0,68224,0.0010488508,1075.58642578125,0.003125,2659,0.0001,-0.10129787474870681,0.0004875659942626953,0.2,2190.4701904296876,-0.0022427807562053204
86507,534,626.0,9.17,226.46634193000003,2,0,68352,0.00019446295,1136.7191162109375,0.0,2664,0.0001,-0.10345157533884049,-4.6253204345703125e-05,0.2,2365.1724609375,-0.0001812078058719635
86675,535,442.0,9.08,226.56911971000002,2,0,68480,0.0006936514,1068.5335693359375,0.0046875,2669,0.0001,-0.09176944717764854,0.00027638673782348633,0.2,2182.6201171875,-0.003697745129466057
86848,536,650.0,9.05,226.60800860000003,2,0,68608,0.00025638472,1153.4686279296875,0.0,2674,0.0001,-0.07881117388606071,-4.649162292480469e-05,0.2,2310.4730712890623,-0.00013212468475103377
87014,537,650.0,9.01,229.99213558,2,0,68736,4.821876e-05,1074.5184326171875,0.0,2679,0.0001,-0.087541763484478,-4.76837158203125e-06,0.2,2186.20361328125,-0.00023918338119983674
87181,538,538.0,8.96,230.04844871,2,0,68864,1.3350975e-05,1133.041015625,0.0,2684,0.0001,-0.09251320138573646,0.00016832351684570312,0.2,2131.018029785156,-0.00013381186872720718
87343,539,442.0,8.91,226.32344871,2,0,68992,0.0005721911,1143.8472900390625,0.0046875,2689,0.0001,-0.08646276593208313,1.9729137420654297e-05,0.2,2259.790087890625,-0.0006030692718923091
87509,540,442.0,8.96,223.1543376,2,0,69120,0.0006464203,2866.269287109375,0.003125,2694,0.0001,-0.07196209952235222,-1.919269561767578e-05,0.2,3940.6093994140624,-0.0057485739700496195
87679,541,442.0,8.93,223.19679792,2,0,69248,0.0008602594,2309.36083984375,0.0046875,2699,0.0001,-0.09507687836885452,7.748603820800781e-07,0.2,5168.95625,-0.004576439969241619
87847,542,442.0,8.99,223.12457569999998,2,0,69376,0.00012679165,1080.5377197265625,0.0,2704,0.0001,-0.08258292824029922,-5.984306335449219e-05,0.2,2080.786022949219,-0.0010556875728070735
88011,543,442.0,8.84,216.51068682000002,2,0,69504,8.1392005e-05,1006.4343872070312,0.0,2709,0.0001,-0.09507792070508003,-2.5033950805664062e-06,0.2,2123.9278076171877,-0.0008203224278986454
88177,544,490.0,8.82,216.53568682000002,2,0,69632,0.0046511376,1454.937744140625,0.0234375,2714,0.0001,-0.08733385838568211,-2.3484230041503906e-05,0.2,3617.0032958984375,-0.013021787349134683
88344,545,626.0,8.87,216.47457570999995,2,0,69760,1.5233643e-05,1061.34765625,0.0,2719,0.0001,-0.08115933835506439,-7.62939453125e-06,0.2,2078.75263671875,0.0001842683181166649
88510,546,442.0,8.86,220.26977773,2,0,69888,3.4971163e-06,957.837890625,0.0,2724,0.0001,-0.08379588350653648,-2.849102020263672e-05,0.2,2009.2749877929687,-1.0996218770742417e-05
88674,547,538.0,8.85,223.39166662,2,0,70016,7.2187744e-05,1074.6419677734375,0.0,2729,0.0001,-0.07970296666026115,-8.320808410644531e-05,0.2,2145.606787109375,-0.00018826972227543594
88836,548,650.0,8.78,220.32811106,2,0,70144,1.0216609e-06,1057.5694580078125,0.0,2734,0.0001,-0.07535096257925034,-3.266334533691406e-05,0.2,2066.841174316406,-0.0002087959088385105
89007,549,442.0,8.87,217.54422216999998,2,0,70272,0.0013855444,1997.064208984375,0.00625,2739,0.0001,-0.07263195998966694,1.1920928955078125e-07,0.2,4820.893603515625,-0.00470807384699583
89173,550,626.0,9.01,224.17477771999998,2,0,70400,0.0008292156,2224.145263671875,0.0046875,2744,0.0001,-0.08428648039698601,0.12265342473983765,0.2,4518.388647460937,-0.0045151611790061
89345,551,442.0,9.09,224.09614524,2,0,70528,1.9008294e-06,1022.0469360351562,0.0,2749,0.0001,-0.06851963177323342,-0.00010538101196289062,0.2,2028.3617065429687,7.213074713945389e-05
89510,552,442.0,9.1,224.08225635,2,0,70656,0.00083285756,1032.44140625,0.0046875,2754,0.0001,-0.08892408460378647,-0.7218176126480103,0.2,1964.0290771484374,-0.006961029954254627
89676,553,442.0,9.13,220.93814524,2,0,70784,6.4777676e-05,1017.6075439453125,0.0,2759,0.0001,-0.07801016755402088,0.00047212839126586914,0.2,1962.381689453125,1.5136878937482834e-05
89845,554,442.0,9.19,220.87340165000006,2,0,70912,0.001627157,2975.038818359375,0.0078125,2764,0.0001,-0.07851129062473775,-1.0251998901367188e-05,0.2,5125.724169921875,-0.0047930188477039335
90018,555,442.0,9.15,220.93014768000003,2,0,71040,2.5609042e-05,970.309814453125,0.0,2769,0.0001,-0.06421259008347988,-0.00025665760040283203,0.2,1876.1755493164062,0.00028653424233198165
90183,556,650.0,9.13,223.51684854000004,2,0,71168,0.0013565654,1007.953369140625,0.0046875,2774,0.0001,-0.08630269691348076,0.12505948543548584,0.2,2121.20048828125,-0.004226722801104188
90354,557,626.0,9.15,223.50970568000005,2,0,71296,0.0015091896,1019.98681640625,0.0046875,2779,0.0001,-0.0932390607893467,0.32989782094955444,0.2,2972.3465209960937,-0.00046412944793701173
90520,558,442.0,9.03,223.63833816,2,0,71424,0.00032844255,887.3435668945312,0.003125,2784,0.0001,-0.09151474758982658,-0.06938707828521729,0.2,1926.4159545898438,-0.0014937386848032474
90686,559,442.0,9.05,223.61333816,2,0,71552,2.1811575e-06,935.977294921875,0.0,2789,0.0001,-0.07560295835137368,-0.00014019012451171875,0.2,1922.4020141601563,-0.0003759616054594517
90852,560,650.0,9.0,226.78724725000004,2,0,71680,2.3203902e-05,931.0842895507812,0.0,2794,0.0001,-0.09412616789340973,-0.0001728534698486328,0.2,1788.8384887695313,-0.0009313520975410938
91017,561,650.0,9.0,223.65232416999999,2,0,71808,0.00053491024,919.5164794921875,0.003125,2799,0.0001,-0.09266054406762123,-0.00011932849884033203,0.2,1812.5289916992188,-0.0009878626558929681
