rollout/ep_rew_mean,custom/max_height,time/total_timesteps,time/iterations,custom/current_screen,time/time_elapsed,rollout/ep_len_mean,time/fps,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/entropy_loss
252.9500000000001,-158.0,21504,84,0,29705,4.09,0,11440.2158203125,-0.0003153085708618164,0.2,415,0.0,23032.37578125,-0.0015986680053174495,0.00055277185,0.0001,-0.13549911677837373
252.6750000000001,-158.0,21760,85,0,30079,4.16,0,11483.888671875,-0.0004780292510986328,0.2,420,0.0,23349.173828125,-7.690538186579942e-05,2.4078414e-05,0.0001,-0.12990551106631756
252.42500001000008,-158.0,22016,86,0,30455,4.22,0,11368.970703125,-0.00029981136322021484,0.2,425,0.0,22674.1552734375,-0.0009770359378308059,0.00018624752,0.0001,-0.13198469914495944
252.62777778000012,-158.0,22272,87,0,30834,4.18,0,11183.892578125,-0.00031387805938720703,0.2,430,0.0,22508.3447265625,-0.0006488109705969691,4.532351e-05,0.0001,-0.1327686857432127
252.4095238100001,-302.0,22528,88,0,31209,4.24,0,11141.177734375,-0.00027930736541748047,0.2,435,0.0,22416.618359375,-0.0006089287344366312,1.4424324e-05,0.0001,-0.12834005653858185
252.51666667000012,-158.0,22784,89,0,31587,4.21,0,10989.1875,0.001862943172454834,0.2,440,0.0,21982.20166015625,-0.0027100770501419904,0.00029071583,0.0001,-0.14211175106465818
252.89285714000013,-158.0,23040,90,0,31961,4.11,0,10898.896484375,-0.00024819374084472656,0.2,445,0.0,22222.1943359375,-0.002101541869342327,0.00054741674,0.0001,-0.1262696921825409
252.8095238100001,-158.0,23296,91,0,32333,4.13,0,11171.3896484375,-0.00030922889709472656,0.2,450,0.0,22440.6849609375,-0.00017428428400307895,2.9690564e-05,0.0001,-0.11942373625934125
252.4833333400001,-158.0,23552,92,0,32709,4.19,0,11156.439453125,-0.00040411949157714844,0.2,455,0.0046875,22123.421484375,-0.00207398715429008,0.0005667489,0.0001,-0.11935659907758236
252.5777777800001,-14.0,23808,93,0,33087,4.19,0,10837.38671875,-0.00039458274841308594,0.2,460,0.0,21825.2759765625,-0.0006469628540799021,0.00012225704,0.0001,-0.12349996715784073
252.91111111000012,-302.0,24064,94,0,33464,4.12,0,10602.3544921875,-0.00021922588348388672,0.2,465,0.0,21562.77529296875,-0.0007301037665456533,0.00014711916,0.0001,-0.1160430621355772
253.0095238100001,-302.0,24320,95,0,33840,4.09,0,10962.3125,-0.0006240606307983398,0.2,470,0.0,22092.18681640625,-0.00013853064738214015,1.0232208e-05,0.0001,-0.11267733424901963
253.01666667000012,-158.0,24576,96,0,34219,4.08,0,10957.232421875,-0.0005589723587036133,0.2,475,0.0,21728.06884765625,-0.0005540494807064533,3.2837037e-05,0.0001,-0.11432978622615338
252.9833333300001,-158.0,24832,97,0,34596,4.13,0,10607.251953125,-0.00039947032928466797,0.2,480,0.0,21773.6708984375,-0.00021403154823929071,3.508036e-05,0.0001,-0.1104284416884184
252.7500000000001,-158.0,25088,98,0,34973,4.18,0,10594.4267578125,-0.00011706352233886719,0.2,485,0.0,21064.86328125,-0.0008166675921529532,0.00012599165,0.0001,-0.1152484193444252
252.65000001000007,-158.0,25344,99,0,35343,4.16,0,10268.638671875,-0.00037550926208496094,0.2,490,0.00078125,21244.0369140625,-0.0023895954713225366,0.00044100545,0.0001,-0.11118115931749344
